match_id,round_num,n_ticks,bomb_plant_tick,winning_side,ct_freeze_time_end_eq_val,t_freeze_time_end_eq_val,ct_flash_opp,t_flash_opp,ct_flashed,t_flashed,ct_avg_flash_duration,t_avg_flash_duration,ct_kills,t_kills,ct_first_kill,ct_hs_prob,t_hs_prob,ct_trade_prob,t_trade_prob,ct_flash_kill_prob,t_flash_kill_prob,ct_assist_prob,t_assist_prob,ct_kast_prob,t_kast_prob,ct_shot_fires,t_shot_fires,ct_shot_connected_prob,t_shot_connected_prob,ct_he_grenade,ct_decoy_grenade,ct_flashbang,ct_smoke_grenade,t_flashbang,t_smoke_grenade,t_he_grenade,t_decoy_grenade,ct_grenade_connected_prob,t_grenade_connected_prob,ct_fire_grenade,t_fire_grenade,round_end_reason_BombDefused,round_end_reason_CTWin,round_end_reason_TargetBombed,round_end_reason_TargetSaved,round_end_reason_TerroristsWin,freeze_time_end_eq_val_diff
bc33710d-1499-4a28-b981-ad5b0eb061a1,9,146074,-1,1,29050,3350,0,6,4,2,3.4903981685638428,1.156808614730835,5,2,1,0.2,0.5,0.2,0.5,0.0,0.0,0.6,0.5,0.6,0.4,66,25,0.10606060606060606,0.2,4,0,0,1,2,0,0,0,0.25,0.0,3,0,0,1,0,0,0,25700
bc33710d-1499-4a28-b981-ad5b0eb061a1,10,168233,162978,0,31150,23300,4,14,4,14,3.1726462841033936,1.114817500114441,1,2,1,0.0,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.6,0.8,57,80,0.07017543859649122,0.0625,1,0,2,4,4,5,2,0,0.0,0.0,5,3,0,0,1,0,0,7850
bc33710d-1499-4a28-b981-ad5b0eb061a1,11,183748,-1,1,30950,25200,0,8,3,5,1.3701494932174683,1.420840859413147,5,3,0,0.4,0.3333333333333333,0.2,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.4,0.4,95,97,0.18947368421052632,0.061855670103092786,5,0,1,5,8,4,2,0,0.07142857142857142,0.0,3,5,0,1,0,0,0,5750
bc33710d-1499-4a28-b981-ad5b0eb061a1,12,195623,192051,0,30250,18050,6,5,3,8,0.6357342600822449,2.4832406044006348,4,5,1,0.0,0.8,0.0,0.4,0.5,0.0,0.0,0.0,0.6,0.6,60,54,0.3,0.2222222222222222,2,0,3,2,3,3,0,0,0.0,0.0,2,2,0,0,0,0,1,12200
bc33710d-1499-4a28-b981-ad5b0eb061a1,13,214730,209475,0,15850,21400,5,4,7,2,1.8567352294921875,1.631279706954956,2,3,0,0.5,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.4,0.6,45,120,0.15555555555555556,0.08333333333333333,1,0,3,3,4,2,1,0,0.0,0.0,1,3,0,0,1,0,0,-5550
bc33710d-1499-4a28-b981-ad5b0eb061a1,14,234334,-1,1,10250,24500,3,12,9,6,2.471916913986206,1.2678570747375488,5,3,0,0.4,0.6666666666666666,0.2,0.6666666666666666,0.0,0.0,0.2,0.3333333333333333,0.8,0.4,52,85,0.23076923076923078,0.16470588235294117,1,0,1,0,6,4,2,0,0.0,0.0,0,5,0,1,0,0,0,-14250
bc33710d-1499-4a28-b981-ad5b0eb061a1,15,251215,-1,1,29500,16550,4,2,3,3,1.8352090120315552,2.1272311210632324,5,2,0,0.4,0.0,0.0,0.0,0.0,0.5,0.2,0.0,0.8,0.4,95,101,0.16842105263157894,0.1188118811881188,4,0,3,4,3,3,0,0,0.1875,0.0,5,2,0,1,0,0,0,12950
bc33710d-1499-4a28-b981-ad5b0eb061a1,16,291050,-1,1,4550,4950,3,2,0,5,0.0,3.1905150413513184,5,3,1,1.0,1.0,0.2,0.3333333333333333,0.2,0.0,0.4,0.0,0.6,0.4,59,46,0.22033898305084745,0.15217391304347827,0,0,1,1,2,2,0,0,0.0,0.0,0,1,0,1,0,0,0,-400
bc33710d-1499-4a28-b981-ad5b0eb061a1,17,303387,-1,1,19750,10500,5,17,20,2,2.5621566772460938,2.7566099166870117,5,0,1,0.8,0.0,0.0,0.0,0.2,0.0,0.2,0.0,1.0,0.0,111,33,0.16216216216216217,0.12121212121212122,3,0,5,4,8,2,0,0,0.0,0.0,2,1,0,1,0,0,0,9250
bc33710d-1499-4a28-b981-ad5b0eb061a1,18,317685,-1,1,23250,2600,2,2,2,2,3.9354238510131836,0.26744890213012695,5,1,0,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.8,0.2,184,23,0.09782608695652174,0.08695652173913043,4,0,3,3,1,0,1,0,0.0,0.0,5,0,0,1,0,0,0,20650
bc33710d-1499-4a28-b981-ad5b0eb061a1,19,339688,334435,0,27150,25100,1,2,0,3,0.0,1.6144585609436035,2,4,0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.4,0.6,80,198,0.1375,0.09595959595959595,5,0,5,4,4,5,3,0,0.0,0.0,5,5,0,0,1,0,0,2050
bc33710d-1499-4a28-b981-ad5b0eb061a1,20,357036,-1,1,30300,22500,3,40,17,26,2.8284051418304443,1.536717176437378,5,1,1,0.2,1.0,0.2,0.0,0.2,1.0,0.2,0.0,0.8,0.2,73,56,0.2054794520547945,0.125,4,0,2,3,8,4,2,0,0.0,0.0,3,3,0,1,0,0,0,7800
bc33710d-1499-4a28-b981-ad5b0eb061a1,21,377041,374908,0,31300,19500,9,3,7,5,0.9207659959793091,1.6454861164093018,3,5,0,0.6666666666666666,0.0,0.0,0.4,0.0,0.2,0.3333333333333333,0.2,0.6,0.6,60,80,0.1,0.175,3,1,4,4,4,3,0,0,0.0,0.0,5,0,0,0,0,0,1,11800
bc33710d-1499-4a28-b981-ad5b0eb061a1,22,396408,391457,0,2000,23950,0,3,2,1,0.9191105365753174,0.4781494438648224,2,5,1,1.0,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.4,0.6,17,53,0.35294117647058826,0.2830188679245283,0,0,0,0,2,2,0,0,0.0,0.0,0,3,0,0,0,0,1,-21950
bc33710d-1499-4a28-b981-ad5b0eb061a1,23,415770,412930,1,25400,24950,7,16,8,15,2.570427894592285,2.1435751914978027,5,3,1,0.2,0.0,0.2,0.3333333333333333,0.2,0.0,0.6,0.3333333333333333,0.6,0.4,72,56,0.1388888888888889,0.17857142857142858,3,0,5,6,8,4,0,0,0.0,0.0,3,4,1,0,0,0,0,450
bc33710d-1499-4a28-b981-ad5b0eb061a1,24,428086,426528,0,27850,21900,2,13,5,10,1.7074146270751953,1.4648027420043945,2,5,0,1.0,0.6,0.5,0.2,0.0,0.2,0.5,0.4,0.4,0.6,39,52,0.07692307692307693,0.15384615384615385,4,0,3,3,7,2,4,0,0.0,0.25,3,3,0,0,0,0,1,5950
bc33710d-1499-4a28-b981-ad5b0eb061a1,25,443579,438324,0,8200,27750,0,21,9,12,1.538940191268921,0.9192066788673401,0,2,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.6,1.0,9,197,0.0,0.04568527918781726,4,0,0,2,8,4,2,0,0.0,0.0,0,5,0,0,1,0,0,-19550
bc33710d-1499-4a28-b981-ad5b0eb061a1,26,461501,456248,0,7500,28150,7,32,18,21,2.4244580268859863,1.4634872674942017,0,3,0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.4,1.0,21,233,0.09523809523809523,0.04721030042918455,0,0,2,2,9,4,1,0,0.0,0.0,0,5,0,0,1,0,0,-20650
bc33710d-1499-4a28-b981-ad5b0eb061a1,27,480550,477545,1,25050,28650,10,5,5,10,2.979102611541748,2.4615180492401123,5,2,1,0.6,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.8,0.4,120,60,0.09166666666666666,0.16666666666666666,3,1,6,3,7,6,1,0,0.0,0.0,2,4,1,0,0,0,0,-3600
bc33710d-1499-4a28-b981-ad5b0eb061a1,28,495386,490131,0,28200,27550,6,12,11,7,2.848694086074829,3.005225658416748,1,2,1,1.0,1.0,0.0,0.5,0.0,0.0,1.0,0.0,0.6,0.8,41,84,0.0975609756097561,0.05952380952380952,3,0,3,3,6,5,0,0,0.0,0.0,2,4,0,0,1,0,0,650
bc33710d-1499-4a28-b981-ad5b0eb061a1,29,516470,511215,0,28000,27750,4,7,4,7,3.5823757648468018,1.9008859395980835,2,3,1,0.5,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5,0.0,0.4,0.4,41,58,0.24390243902439024,0.15517241379310345,4,1,1,2,4,5,1,0,0.0,0.0,3,3,0,0,1,0,0,250
bc33710d-1499-4a28-b981-ad5b0eb061a1,30,535621,531947,0,17700,28850,7,10,7,10,2.768277645111084,3.2316765785217285,4,5,1,0.5,0.4,0.0,0.4,0.25,0.0,0.25,0.4,0.6,0.4,87,97,0.14942528735632185,0.13402061855670103,2,1,3,4,7,5,3,0,0.0,0.0,2,5,0,0,0,0,1,-11150
bc33710d-1499-4a28-b981-ad5b0eb061a1,31,580129,-1,1,28850,25100,12,7,8,11,2.17745041847229,2.3745334148406982,5,3,1,0.2,0.6666666666666666,0.0,0.3333333333333333,0.2,0.0,0.0,0.3333333333333333,0.6,0.4,108,116,0.1388888888888889,0.10344827586206896,4,0,5,5,7,3,1,0,0.0,0.21428571428571427,4,3,0,1,0,0,0,3750
bc33710d-1499-4a28-b981-ad5b0eb061a1,32,593823,-1,1,30550,25100,6,18,14,10,2.286905527114868,1.773973822593689,5,1,1,0.0,1.0,0.0,1.0,0.4,1.0,0.0,0.0,0.8,0.2,111,48,0.12612612612612611,0.020833333333333332,4,0,3,5,8,4,1,0,0.0,0.0,5,3,0,1,0,0,0,5450
bc33710d-1499-4a28-b981-ad5b0eb061a1,33,605823,-1,1,32550,22400,3,0,1,2,2.135575771331787,1.5325835943222046,5,2,1,0.6,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.6,0.2,87,59,0.1724137931034483,0.15254237288135594,2,0,3,3,1,1,0,0,0.0,0.0,4,3,0,1,0,0,0,10150
bc33710d-1499-4a28-b981-ad5b0eb061a1,34,625533,621641,1,30200,27350,13,1,6,8,1.971095085144043,2.182164192199707,5,3,1,0.4,0.6666666666666666,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.6,96,87,0.13541666666666666,0.09195402298850575,5,0,6,4,6,5,2,0,0.0,0.0,4,4,1,0,0,0,0,2850
bc33710d-1499-4a28-b981-ad5b0eb061a1,35,639371,638676,0,31500,27250,5,6,4,7,2.8797178268432617,2.764176607131958,3,5,1,0.3333333333333333,0.8,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.6,70,87,0.1,0.13793103448275862,4,0,3,1,8,4,1,0,0.0,0.0,3,4,0,0,0,0,1,4250
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,1,11735,-1,1,4350,4550,0,0,0,0,0.0,0.0,5,3,1,0.6,0.6666666666666666,0.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.8,0.4,81,84,0.2345679012345679,0.17857142857142858,0,0,0,1,0,1,1,0,0.0,0.0,0,0,0,1,0,0,0,-200
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,2,22610,-1,1,19550,1500,0,0,0,0,0.0,0.0,5,1,1,0.8,0.0,0.2,0.0,0.0,0.0,0.4,0.0,0.8,0.2,62,37,0.1935483870967742,0.16216216216216217,4,1,0,4,0,0,0,0,0.0,0.0,3,0,0,1,0,0,0,18050
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,3,39955,-1,1,23900,23200,4,1,5,0,2.232220411300659,0.0,5,3,0,0.4,0.3333333333333333,0.2,0.3333333333333333,0.0,0.0,0.2,0.3333333333333333,0.6,0.4,146,145,0.1506849315068493,0.08275862068965517,4,0,2,5,1,4,1,0,0.0,0.375,4,2,0,1,0,0,0,700
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,4,52925,-1,1,26450,6100,2,7,7,2,0.9735435247421265,1.9025146961212158,5,1,1,0.2,0.0,0.2,0.0,0.0,0.0,0.2,1.0,0.8,0.2,180,41,0.12222222222222222,0.17073170731707318,4,0,2,4,3,2,2,0,0.0,0.0,2,1,0,1,0,0,0,20350
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,5,75677,-1,1,30400,26050,6,9,4,11,0.9320719838142395,1.4991867542266846,4,1,0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8,0.2,100,124,0.11,0.08064516129032258,4,0,3,4,5,4,1,0,0.0,0.0,6,2,0,0,0,1,0,4350
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,6,89436,-1,1,31750,11450,4,0,1,3,1.0038691759109497,3.768995523452759,5,0,1,0.2,0.0,0.0,0.0,0.0,0.0,0.4,0.0,1.0,0.0,93,18,0.12903225806451613,0.1111111111111111,3,0,3,5,0,3,1,0,0.0,0.0,5,0,0,1,0,0,0,20300
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,7,106319,101546,1,32450,23600,5,5,6,4,1.2537176609039307,1.2555617094039917,5,2,1,0.4,0.5,0.2,0.0,0.2,0.0,0.0,0.0,0.6,0.2,84,78,0.11904761904761904,0.11538461538461539,3,0,2,3,2,4,3,0,0.0,0.0,4,3,1,0,0,0,0,8850
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,8,117094,113560,1,32850,22700,0,2,2,0,0.9181891679763794,0.0,5,4,0,0.2,0.25,0.4,0.25,0.0,0.0,0.4,0.0,0.6,0.6,64,90,0.265625,0.16666666666666666,3,0,1,2,2,4,2,0,0.0,0.0,5,1,1,0,0,0,0,10150
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,9,133454,-1,1,31000,23800,1,3,4,0,1.3455606698989868,0.0,5,4,1,0.2,0.5,0.2,0.0,0.0,0.0,0.2,0.25,0.6,0.4,108,43,0.17592592592592593,0.20930232558139536,4,0,1,3,3,3,1,0,0.0,0.0,6,0,0,1,0,0,0,7200
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,10,150236,-1,1,31250,10450,2,2,4,0,2.4645118713378906,0.0,5,1,1,0.4,1.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8,0.2,105,48,0.14285714285714285,0.08333333333333333,5,0,2,5,2,4,1,0,0.0,0.0,5,1,0,1,0,0,0,20800
5173e846-4ae1-484f-b5c6-b2f0b51b12f8,11,165780,164702,1,31750,24150,0,0,0,0,0.0,0.0,5,3,1,0.4,0.3333333333333333,0.2,0.3333333333333333,0.0,0.0,0.4,0.3333333333333333,0.6,0.6,90,43,0.13333333333333333,0.13953488372093023,6,0,1,4,0,2,2,0,0.0,0.0,5,1,1,0,0,0,0,7600
